_id,user_id,session_id,event_type,data.key,data.press_time,data.release_time,data.hold_time,data.flight_time,key,timestamp,hold_time,user,_t,user_key,time_gap,new_block,session_block,missing_session,prev_valid_session,press_t,release_t,hold_time_ms_calc,release_prev,flight_time_ms_calc,flight_time
6a5fe6ea0df87e62ce5e5a18,laura2,laura2_key_48,keydown,,,,,,Enter,1784669926405.0,,laura2,,laura2,,True,48,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a19,laura2,laura2_key_49,keydown,,,,,,Enter,1784669926747.0,,laura2,,laura2,,True,49,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6e00df87e62ce5e5953,laura2,laura2_key_5,keydown,,,,,,a,1784669912946.0,,laura2,,laura2,,True,5,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1a,laura2,laura2_key_50,keydown,,,,,,Enter,1784669927068.0,,laura2,,laura2,,True,50,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1b,laura2,laura2_key_51,keydown,,,,,,Enter,1784669927406.0,,laura2,,laura2,,True,51,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1c,laura2,laura2_key_52,keydown,,,,,,Enter,1784669927812.0,,laura2,,laura2,,True,52,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1d,laura2,laura2_key_53,keydown,,,,,,Enter,1784669928142.0,,laura2,,laura2,,True,53,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1e,laura2,laura2_key_54,keydown,,,,,,Enter,1784669928399.0,,laura2,,laura2,,True,54,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a1f,laura2,laura2_key_55,keydown,,,,,,Enter,1784669928748.0,,laura2,,laura2,,True,55,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a20,laura2,laura2_key_56,keydown,,,,,,Enter,1784669929268.0,,laura2,,laura2,,True,56,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a21,laura2,laura2_key_57,keydown,,,,,,Enter,1784669929689.0,,laura2,,laura2,,True,57,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a22,laura2,laura2_key_58,keydown,,,,,,Enter,1784669930096.0,,laura2,,laura2,,True,58,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6ea0df87e62ce5e5a23,laura2,laura2_key_59,shortcut,,,,,,Ctrl+V,1784669920824.0,,laura2,,laura2,,True,59,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
6a5fe6e00df87e62ce5e5954,laura2,laura2_key_6,keydown,,,,,,l,1784669915332.0,,laura2,,laura2,,True,6,True,a92c23cb-9e73-4024-9555-5192f78141c3,,,,,,
